x	y	key	group
1	-0.689099191816566	1	1
2	-0.608089478320124	2	2
3	-0.710016671983337	3	3
4	-0.466925730528553	4	4
5	-0.593503033560796	5	5
6	-0.708500649154134	6	6
7	-0.577710905499484	7	7
8	-0.552621340229411	8	8
9	-0.568875675576983	9	9
10	-0.656992649457968	10	10
11	-0.475275693897248	11	11
12	-0.587469487101189	12	12
13	-0.688577868796513	13	13
14	-0.847923799460082	14	14
15	-0.513960718928022	15	15
16	-0.630947171643856	16	16
17	-0.628072837052227	17	17
18	-0.532070189673803	18	18
19	-0.544331691232524	19	19
20	-0.567063678620582	20	20
21	0.275541061382904	21	21
22	0.261856954295189	22	22
23	0.191099822558601	23	23
24	-0.015291845364255	24	24
25	0.245625899011553	25	25
26	0.178030450269182	26	26
27	0.168063773551549	27	27
28	0.0365680858321548	28	28
29	0.13582831871122	29	29
30	0.225437480242053	30	30
31	0.319511279374987	31	31
32	0.173364551487783	32	32
33	0.222410485378019	33	33
34	0.178262820163792	34	34
35	0.0459373685392216	35	35
36	0.142143867892114	36	36
37	0.144214328851047	37	37
38	0.177711984550964	38	38
39	0.293645861420471	39	39
40	0.259960899067837	40	40
41	-0.852080972035406	41	41
42	-0.860964780423698	42	42
43	-0.765932274869573	43	43
44	-0.779962292542682	44	44
45	-0.904504181864999	45	45
46	-0.906378128106259	46	46
47	-0.799170416196364	47	47
48	-0.758775319958506	48	48
49	-0.84686323362507	49	49
50	-0.747517839764626	50	50
51	-0.79581802437334	51	51
52	-0.896831251735124	52	52
53	-0.801516643267605	53	53
54	-0.948564922018127	54	54
55	-0.692326242239943	55	55
56	-0.637588622559461	56	56
57	-0.872350760056698	57	57
58	-0.9400420750417	58	58
59	-0.778656649665806	59	59
60	-0.84913407279813	60	60
61	1.83544257818827	61	61
62	1.59135680186447	62	62
63	1.66425473838287	63	63
64	1.59808101801586	64	64
65	1.52095348124955	65	65
66	1.61416003208923	66	66
67	1.41478493924869	67	67
68	1.74183628829408	68	68
69	1.61060613595898	69	69
70	1.81254196917401	70	70
71	1.64283175502776	71	71
72	1.52428615904561	72	72
73	1.6563534374867	73	73
74	1.50187103897337	74	74
75	1.46991746211388	75	75
76	1.62442542568954	76	76
77	1.55095161481595	77	77
78	1.59539133730095	78	78
79	1.60271493455296	79	79
80	1.53632870751898	80	80
81	0.27264089853351	81	81
82	0.315989910302977	82	82
83	0.447316471472681	83	83
84	0.177151091772384	84	84
85	0.388902390578203	85	85
86	0.362802808936712	86	86
87	0.435817755542997	87	87
88	0.29908937945193	88	88
89	0.366509652806989	89	89
90	0.356217650892584	90	90
91	0.275255768716195	91	91
92	0.450294552413678	92	92
93	0.445548033384856	93	93
94	0.39952913676686	94	94
95	0.488191117269445	95	95
96	0.385356414371891	96	96
97	0.201848550969557	97	97
98	0.272181230391672	98	98
99	0.207046510325525	99	99
100	0.282167708171429	100	100
